A,rho
750,0.2
826.315789473684,0.2
902.631578947368,0.2
978.947368421053,0.2
1055.26315789474,0.2
1131.57894736842,0.2
1207.89473684211,0.2
1284.21052631579,0.2
1360.52631578947,0.2
1436.84210526316,0.2
1513.15789473684,0.2
1589.47368421053,0.2
1665.78947368421,0.2
1742.10526315789,0.2
1818.42105263158,0.2
1894.73684210526,0.2
1971.05263157895,0.2
2047.36842105263,0.2
2123.68421052632,0.2
2200,0.2
750,0.215789473684211
826.315789473684,0.215789473684211
902.631578947368,0.215789473684211
978.947368421053,0.215789473684211
1055.26315789474,0.215789473684211
1131.57894736842,0.215789473684211
1207.89473684211,0.215789473684211
1284.21052631579,0.215789473684211
1360.52631578947,0.215789473684211
1436.84210526316,0.215789473684211
1513.15789473684,0.215789473684211
1589.47368421053,0.215789473684211
1665.78947368421,0.215789473684211
1742.10526315789,0.215789473684211
1818.42105263158,0.215789473684211
1894.73684210526,0.215789473684211
1971.05263157895,0.215789473684211
2047.36842105263,0.215789473684211
2123.68421052632,0.215789473684211
2200,0.215789473684211
750,0.231578947368421
826.315789473684,0.231578947368421
902.631578947368,0.231578947368421
978.947368421053,0.231578947368421
1055.26315789474,0.231578947368421
1131.57894736842,0.231578947368421
1207.89473684211,0.231578947368421
1284.21052631579,0.231578947368421
1360.52631578947,0.231578947368421
1436.84210526316,0.231578947368421
1513.15789473684,0.231578947368421
1589.47368421053,0.231578947368421
1665.78947368421,0.231578947368421
1742.10526315789,0.231578947368421
1818.42105263158,0.231578947368421
1894.73684210526,0.231578947368421
1971.05263157895,0.231578947368421
2047.36842105263,0.231578947368421
2123.68421052632,0.231578947368421
2200,0.231578947368421
750,0.247368421052632
826.315789473684,0.247368421052632
902.631578947368,0.247368421052632
978.947368421053,0.247368421052632
1055.26315789474,0.247368421052632
1131.57894736842,0.247368421052632
1207.89473684211,0.247368421052632
1284.21052631579,0.247368421052632
1360.52631578947,0.247368421052632
1436.84210526316,0.247368421052632
1513.15789473684,0.247368421052632
1589.47368421053,0.247368421052632
1665.78947368421,0.247368421052632
1742.10526315789,0.247368421052632
1818.42105263158,0.247368421052632
1894.73684210526,0.247368421052632
1971.05263157895,0.247368421052632
2047.36842105263,0.247368421052632
2123.68421052632,0.247368421052632
2200,0.247368421052632
750,0.263157894736842
826.315789473684,0.263157894736842
902.631578947368,0.263157894736842
978.947368421053,0.263157894736842
1055.26315789474,0.263157894736842
1131.57894736842,0.263157894736842
1207.89473684211,0.263157894736842
1284.21052631579,0.263157894736842
1360.52631578947,0.263157894736842
1436.84210526316,0.263157894736842
1513.15789473684,0.263157894736842
1589.47368421053,0.263157894736842
1665.78947368421,0.263157894736842
1742.10526315789,0.263157894736842
1818.42105263158,0.263157894736842
1894.73684210526,0.263157894736842
1971.05263157895,0.263157894736842
2047.36842105263,0.263157894736842
2123.68421052632,0.263157894736842
2200,0.263157894736842
750,0.278947368421053
826.315789473684,0.278947368421053
902.631578947368,0.278947368421053
978.947368421053,0.278947368421053
1055.26315789474,0.278947368421053
1131.57894736842,0.278947368421053
1207.89473684211,0.278947368421053
1284.21052631579,0.278947368421053
1360.52631578947,0.278947368421053
1436.84210526316,0.278947368421053
1513.15789473684,0.278947368421053
1589.47368421053,0.278947368421053
1665.78947368421,0.278947368421053
1742.10526315789,0.278947368421053
1818.42105263158,0.278947368421053
1894.73684210526,0.278947368421053
1971.05263157895,0.278947368421053
2047.36842105263,0.278947368421053
2123.68421052632,0.278947368421053
2200,0.278947368421053
750,0.294736842105263
826.315789473684,0.294736842105263
902.631578947368,0.294736842105263
978.947368421053,0.294736842105263
1055.26315789474,0.294736842105263
1131.57894736842,0.294736842105263
1207.89473684211,0.294736842105263
1284.21052631579,0.294736842105263
1360.52631578947,0.294736842105263
1436.84210526316,0.294736842105263
1513.15789473684,0.294736842105263
1589.47368421053,0.294736842105263
1665.78947368421,0.294736842105263
1742.10526315789,0.294736842105263
1818.42105263158,0.294736842105263
1894.73684210526,0.294736842105263
1971.05263157895,0.294736842105263
2047.36842105263,0.294736842105263
2123.68421052632,0.294736842105263
2200,0.294736842105263
750,0.310526315789474
826.315789473684,0.310526315789474
902.631578947368,0.310526315789474
978.947368421053,0.310526315789474
1055.26315789474,0.310526315789474
1131.57894736842,0.310526315789474
1207.89473684211,0.310526315789474
1284.21052631579,0.310526315789474
1360.52631578947,0.310526315789474
1436.84210526316,0.310526315789474
1513.15789473684,0.310526315789474
1589.47368421053,0.310526315789474
1665.78947368421,0.310526315789474
1742.10526315789,0.310526315789474
1818.42105263158,0.310526315789474
1894.73684210526,0.310526315789474
1971.05263157895,0.310526315789474
2047.36842105263,0.310526315789474
2123.68421052632,0.310526315789474
2200,0.310526315789474
750,0.326315789473684
826.315789473684,0.326315789473684
902.631578947368,0.326315789473684
978.947368421053,0.326315789473684
1055.26315789474,0.326315789473684
1131.57894736842,0.326315789473684
1207.89473684211,0.326315789473684
1284.21052631579,0.326315789473684
1360.52631578947,0.326315789473684
1436.84210526316,0.326315789473684
1513.15789473684,0.326315789473684
1589.47368421053,0.326315789473684
1665.78947368421,0.326315789473684
1742.10526315789,0.326315789473684
1818.42105263158,0.326315789473684
1894.73684210526,0.326315789473684
1971.05263157895,0.326315789473684
2047.36842105263,0.326315789473684
2123.68421052632,0.326315789473684
2200,0.326315789473684
750,0.342105263157895
826.315789473684,0.342105263157895
902.631578947368,0.342105263157895
978.947368421053,0.342105263157895
1055.26315789474,0.342105263157895
1131.57894736842,0.342105263157895
1207.89473684211,0.342105263157895
1284.21052631579,0.342105263157895
1360.52631578947,0.342105263157895
1436.84210526316,0.342105263157895
1513.15789473684,0.342105263157895
1589.47368421053,0.342105263157895
1665.78947368421,0.342105263157895
1742.10526315789,0.342105263157895
1818.42105263158,0.342105263157895
1894.73684210526,0.342105263157895
1971.05263157895,0.342105263157895
2047.36842105263,0.342105263157895
2123.68421052632,0.342105263157895
2200,0.342105263157895
750,0.357894736842105
826.315789473684,0.357894736842105
902.631578947368,0.357894736842105
978.947368421053,0.357894736842105
1055.26315789474,0.357894736842105
1131.57894736842,0.357894736842105
1207.89473684211,0.357894736842105
1284.21052631579,0.357894736842105
1360.52631578947,0.357894736842105
1436.84210526316,0.357894736842105
1513.15789473684,0.357894736842105
1589.47368421053,0.357894736842105
1665.78947368421,0.357894736842105
1742.10526315789,0.357894736842105
1818.42105263158,0.357894736842105
1894.73684210526,0.357894736842105
1971.05263157895,0.357894736842105
2047.36842105263,0.357894736842105
2123.68421052632,0.357894736842105
2200,0.357894736842105
750,0.373684210526316
826.315789473684,0.373684210526316
902.631578947368,0.373684210526316
978.947368421053,0.373684210526316
1055.26315789474,0.373684210526316
1131.57894736842,0.373684210526316
1207.89473684211,0.373684210526316
1284.21052631579,0.373684210526316
1360.52631578947,0.373684210526316
1436.84210526316,0.373684210526316
1513.15789473684,0.373684210526316
1589.47368421053,0.373684210526316
1665.78947368421,0.373684210526316
1742.10526315789,0.373684210526316
1818.42105263158,0.373684210526316
1894.73684210526,0.373684210526316
1971.05263157895,0.373684210526316
2047.36842105263,0.373684210526316
2123.68421052632,0.373684210526316
2200,0.373684210526316
750,0.389473684210526
826.315789473684,0.389473684210526
902.631578947368,0.389473684210526
978.947368421053,0.389473684210526
1055.26315789474,0.389473684210526
1131.57894736842,0.389473684210526
